ordinal__Parental_Involvement,ordinal__Access_to_Resources,ordinal__Motivation_Level,ordinal__Family_Income,ordinal__Teacher_Quality,nominal__Peer_Influence_Negative,nominal__Peer_Influence_Neutral,nominal__Peer_Influence_Positive,nominal__Parental_Education_Level_College,nominal__Parental_Education_Level_High School,nominal__Parental_Education_Level_Postgraduate,nominal__Distance_from_Home_Far,nominal__Distance_from_Home_Moderate,nominal__Distance_from_Home_Near,binary__Extracurricular_Activities,binary__Internet_Access,binary__Learning_Disabilities,num__Hours_Studied,num__Attendance,num__Previous_Scores,num__Consistency_Score,num__Motivation_Adjusted_Study,log1p__Tutoring_Sessions
2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5061017124389672,1.48691528349422,1.4535668706729312,2.304103469512674,0.44291935276792993,0.5982312172375001
2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.8288524582466366,-0.5967670003590039,1.4535668706729312,0.7044243108465126,-1.256113477031504,-0.1869613226505009
1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.33923244110326667,-1.378147856803963,1.106469361523158,-0.11763303457915365,-0.8724609025606641,-1.5292568354739655
0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0067095264460686,-0.5967670003590039,1.106469361523158,0.45100291635295836,0.7717644166000784,1.5874568273920768
0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.329460272253738,-0.07584642939569783,-1.3232132025252554,-1.0896603011297725,-0.10515575361898423,-0.1869613226505009
2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.329460272253738,0.35825404640705716,0.898210856033294,0.9710375039575395,-0.10515575361898423,0.5982312172375001
1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5061017124389672,-0.07584642939569783,-0.6290181842257087,-0.5411592007190662,1.7034920974578325,-0.1869613226505009
1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.9957217295823371,1.5737353786547712,1.5924058743328406,2.5068405851075175,-0.5436158387285156,-1.5292568354739655
2.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0067095264460686,-1.4649679519645138,-0.07366216958607137,-0.9244156658161673,0.7717644166000784,-0.1869613226505009
0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.33923244110326667,-1.551788047125065,0.06517683407383795,-0.8897004062965024,0.3333043314905471,-0.1869613226505009
2.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.16137537290383472,0.8791746173703632,0.2040158377337473,0.7127559731312322,0.004459267658398608,-0.1869613226505009
2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1625910009180376,-0.9440473810012079,-0.35134017690589003,-0.807772393830093,-0.6532308600058984,-1.5292568354739655
0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.841055883124571,0.010973665764853174,-1.2537937006953006,-0.9952347952362839,-0.37919330681244134,-0.1869613226505009
1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.16137537290383472,0.27143395124650616,0.2040158377337473,0.3336653391764908,1.0458019697935355,0.5982312172375001
0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6619831869109362,0.18461385608595518,-0.7678571878856181,-0.517552824245694,-1.2013059663928125,-0.1869613226505009
2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.841055883124571,1.313275093173118,1.6618253761627952,2.368673852219251,1.3198395229869926,-0.1869613226505009
2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.16137537290383472,-0.24948661971679983,-1.4620522061851646,-1.2743454817743902,-1.0368834344767384,0.5982312172375001
1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5061017124389672,0.44507414156760816,1.5924058743328406,1.6222957725464542,1.7034920974578325,0.5982312172375001
0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.005493898431865739,0.35825404640705716,-0.976115693375482,-0.6036466678544631,0.11407428893578145,1.155334190172964
2.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.17236316976756622,-0.5099469051984529,-0.35134017690589003,-0.5647655771924384,0.22368931021316427,-0.1869613226505009
0.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.99693735759654,-0.24948661971679983,0.8287913542033393,0.48988400701498314,-1.2013059663928125,-1.5292568354739655
0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.49511391557523565,-0.07584642939569783,-0.4207596787358447,-0.37660887059585424,-0.21477077489636706,1.5874568273920768
1.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.005493898431865739,-0.16266652455624883,0.9676303578632486,0.6586001682805549,1.2102245017096098,-1.5292568354739655
1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6619831869109362,-0.16266652455624883,1.0370498596932032,0.7127559731312322,-0.3243857961737499,1.155334190172964
2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8398402551103681,1.1396349028520163,-1.3232132025252554,-0.545325031861426,2.032337161289981,-1.5292568354739655
2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0067095264460686,-1.2913277616434118,0.48169384505356594,-0.4606197986334435,-0.6532308600058984,-0.1869613226505009
1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.9957217295823371,0.35825404640705716,-0.976115693375482,-0.6036466678544631,-1.3109209876701955,-0.1869613226505009
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.6631988149251389,1.48691528349422,0.5511133468835206,1.4285846244267237,-1.530151030224961,-0.1869613226505009
2.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.005493898431865739,-1.4649679519645138,-0.976115693375482,-1.4930516167482795,0.11407428893578145,0.5982312172375001
1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0067095264460686,-0.3363067148773508,1.3841473688429766,0.851617011209892,2.1967596932060554,-0.1869613226505009
1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.3282446442395352,-0.7704071906801059,-0.9066961915455274,-1.1049350153184252,-0.10515575361898423,1.155334190172964
2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.3282446442395352,-0.5099469051984529,1.106469361523158,0.5141846886787487,-0.10515575361898423,-1.5292568354739655
1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6729709837746676,-0.7704071906801059,-1.600891209845074,-1.5978917004976676,0.5525343740453128,0.5982312172375001
2.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.17236316976756622,0.9659947125309142,1.1758888633531126,1.6514565905429728,0.22368931021316427,1.9405267300609645
2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.173578797781769,0.18461385608595518,-1.6703107116750286,-1.257682157204951,2.3611822251221297,1.155334190172964
2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.1625910009180376,-0.16266652455624883,0.48169384505356594,0.2795095343258135,0.059266778297090025,-1.5292568354739655
2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.33923244110326667,-1.6386081422856158,1.522986372502886,-0.05306265187257683,1.5390695655417583,-1.5292568354739655
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.841055883124571,-0.6835870955195549,1.314727867013022,0.5377910651521208,3.0188723527864267,0.5982312172375001
2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.17236316976756622,0.18461385608595518,-0.6290181842257087,-0.40368677302119294,1.374647033625684,1.155334190172964
0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.3282446442395352,-1.204507666482861,-1.6703107116750286,-1.824235192565883,-1.0916909451154297,0.5982312172375001
1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0067095264460686,1.5737353786547712,-0.4901791805657994,0.46558332535121766,0.7717644166000784,-0.1869613226505009
1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.005493898431865739,-1.0308674761617589,0.898210856033294,-0.006544204116225787,0.11407428893578145,1.9405267300609645
0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1.329460272253738,-1.0308674761617589,-0.004242667756116709,-0.6203099924239023,-0.7628458812832812,-0.1869613226505009
2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.17236316976756622,-0.24948661971679983,-1.2537937006953006,-1.113960982793538,0.22368931021316427,1.5874568273920768
0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1625910009180376,0.7055344270492612,-0.6290181842257087,-0.12874191762544646,-1.3657284983088869,-0.1869613226505009
0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.8288524582466366,-0.3363067148773508,0.48169384505356594,0.1656434831013124,-0.4340008174511327,1.5874568273920768
0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.17236316976756622,-0.6835870955195549,1.73124487799275,0.837730907402026,0.22368931021316427,1.155334190172964
1.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,-1.8300680862608394,0.7055344270492612,1.2453083651830672,1.5209272147490325,-1.5849585408636526,0.5982312172375001
2.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.49511391557523565,-0.3363067148773508,0.273435339563702,0.007341899691640197,-1.1464984557541211,-0.1869613226505009
2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.33923244110326667,-0.3363067148773508,0.06517683407383795,-0.15095968371803203,0.3333043314905471,0.5982312172375001
2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.49511391557523565,-1.1176875713223098,-1.1149546970353914,-1.4166780458050166,-0.21477077489636706,-1.5292568354739655
1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.005493898431865739,-1.2913277616434118,1.314727867013022,0.08093824987332991,0.11407428893578145,-0.1869613226505009
2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.005493898431865739,1.1396349028520163,-0.8372766897155727,-0.09333235291538819,0.11407428893578145,-1.5292568354739655
0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.49511391557523565,-1.4649679519645138,-1.5314717080151194,-1.8429814327065022,0.7169569059613871,-0.1869613226505009
1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.173578797781769,1.0528148076914652,0.5511133468835206,1.1404479704135044,-0.598423349367207,0.5982312172375001
0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.173578797781769,-1.0308674761617589,-0.35134017690589003,-0.856373757157624,2.3611822251221297,-1.5292568354739655
0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.6619831869109362,0.35825404640705716,0.898210856033294,0.9710375039575395,-1.2013059663928125,-0.1869613226505009
1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8398402551103681,-1.1176875713223098,1.3841473688429766,0.25798607342362123,0.6621493953226957,-1.5292568354739655
2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.6729709837746676,0.010973665764853174,-1.0455351952054368,-0.828601549541892,0.5525343740453128,-0.1869613226505009
1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0067095264460686,-0.07584642939569783,1.0370498596932032,0.7752434402666292,-0.6532308600058984,-1.5292568354739655
0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.49511391557523565,1.1396349028520163,0.06517683407383795,0.7460826222701106,-1.1464984557541211,-1.5292568354739655
0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.3404480691174694,1.48691528349422,-1.5314717080151194,-0.5918434796177771,-0.5436158387285156,-1.5292568354739655
1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.17236316976756622,1.1396349028520163,-0.35134017690589003,0.35866032603064957,0.22368931021316427,-1.5292568354739655
1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5061017124389672,-0.4231268100379018,-0.4901791805657994,-0.6203099924239023,0.44291935276792993,-0.1869613226505009
2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0067095264460686,-0.9440473810012079,1.3841473688429766,0.38990405959834806,0.7717644166000784,-0.1869613226505009
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.8288524582466366,-0.7704071906801059,-0.4207596787358447,-0.7598653356929554,-1.256113477031504,0.5982312172375001
2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6619831869109362,0.8791746173703632,-1.4620522061851646,-0.7869432381182941,0.5525343740453128,0.5982312172375001
0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5061017124389672,-0.7704071906801059,0.4122743432236113,-0.1683173134778645,0.44291935276792993,1.155334190172964
0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.17236316976756622,-1.725428237446167,0.34285484139365663,-0.828601549541892,0.22368931021316427,-1.5292568354739655
0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.005493898431865739,0.8791746173703632,0.898210856033294,1.3376306444852015,0.11407428893578145,1.155334190172964
0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1.8300680862608394,1.5737353786547712,-0.7678571878856181,0.19341569071704437,-1.0916909451154297,-0.1869613226505009
2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-0.49511391557523565,-0.9440473810012079,-0.35134017690589003,-0.807772393830093,-1.1464984557541211,-1.5292568354739655
0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.16137537290383472,-0.4231268100379018,1.4535668706729312,0.837730907402026,0.004459267658398608,0.5982312172375001
2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.9957217295823371,0.27143395124650616,0.34285484139365663,0.4489200007817785,-0.5436158387285156,-0.1869613226505009
1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.6741866117888704,-0.8572272858406569,-0.004242667756116709,-0.5161642138649074,1.2102245017096098,-0.1869613226505009
2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.6619831869109362,-0.5967670003590039,1.3841473688429766,0.6537400319478017,-0.3243857961737499,-0.1869613226505009
0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.173578797781769,-1.4649679519645138,1.5924058743328406,0.12537378205850105,0.8813794378774613,-0.1869613226505009
2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6729709837746676,1.313275093173118,-0.8372766897155727,-0.005849898925832488,-0.7628458812832812,1.155334190172964
0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.005493898431865739,-0.6835870955195549,0.34285484139365663,-0.1620685667643248,0.11407428893578145,-0.1869613226505009
0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.17236316976756622,0.7923545222098122,-1.6703107116750286,-1.0098152042345432,-0.9272684131993555,-0.1869613226505009
2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5061017124389672,0.7055344270492612,0.9676303578632486,1.276531787730591,0.44291935276792993,-1.5292568354739655
0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.173578797781769,0.7055344270492612,-1.0455351952054368,-0.4953350581531084,0.8813794378774613,0.5982312172375001
2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.16137537290383472,1.4000951883336692,-0.7678571878856181,0.10454462634670209,0.004459267658398608,-0.1869613226505009
1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.6619831869109362,1.660555473815322,0.898210856033294,1.8875203552766944,0.5525343740453128,0.5982312172375001
2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.17236316976756622,-0.7704071906801059,0.7593718523733847,0.07816102911175672,0.22368931021316427,0.5982312172375001
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.173578797781769,-1.204507666482861,-0.559598682395754,-1.091048911510559,-0.598423349367207,-0.1869613226505009
2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8398402551103681,-1.2913277616434118,1.2453083651830672,0.035808412497765466,-0.7080383706445899,0.5982312172375001
2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.8398402551103681,0.35825404640705716,0.6205328487134752,0.737750959985391,-0.7080383706445899,0.5982312172375001
0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.6631988149251389,-1.1176875713223098,-0.976115693375482,-1.3236411502923144,-0.9820759238380469,-1.5292568354739655
2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6729709837746676,-1.551788047125065,-0.2125011732459807,-1.0618880935140407,1.8679146293739068,0.5982312172375001
0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.16137537290383472,-0.8572272858406569,-0.4901791805657994,-0.856373757157624,1.0458019697935355,-0.1869613226505009
2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0079251544602714,-1.4649679519645138,1.106469361523158,-0.1808148069049439,1.4294545442643756,0.5982312172375001
2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5061017124389672,0.010973665764853174,-0.559598682395754,-0.4397906429216445,-0.8176533919219726,0.5982312172375001
0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.17236316976756622,0.35825404640705716,-1.6703107116750286,-1.1868630277848344,0.22368931021316427,-1.5292568354739655
1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.005493898431865739,0.18461385608595518,0.68995235054343,0.6780407136115673,-0.9820759238380469,-0.1869613226505009
2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.8288524582466366,1.2264549980125672,0.6205328487134752,1.3209673199157623,-0.4340008174511327,-1.5292568354739655
2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5061017124389672,1.4000951883336692,0.7593718523733847,1.57091718845735,0.44291935276792993,1.155334190172964
